Class,Tab,Type,Name,ID,Description,RequiredLevel,RequiredClassAEInvestment,RequiredTabAEInvestment,RequiredClassPoints,RequiredAEInvestment,RequiredClassTEInvestment,RequiredTabTEInvestment,RequiredTEInvestment
DeathKnight,Blood,Ability,"Vampiric Blood",55233,"Temporarily grants you 15% of your maximum health and increases the amount of health generated through your Death Knight spells and effects by 35% for 10 sec. After the effect expires, the health is lost.",34,0,0,40,32,0,9,24
DeathKnight,Blood,Talent,"Abomination's Might",53137,"Increases the attack power by 10% of party and raid members within 100 yards.      Increases your Strength by 2%.",24,0,0,0,0,0,6,15
DeathKnight,Blood,Talent,"Blade Barrier",49182,"Whenever your Blood Runes are on cooldown, you gain the Blade Barrier effect, which decreases damage taken by 5% for the next 10 sec.",10,0,0,0,0,0,0,0
DeathKnight,Blood,Talent,"Bladed Armor",48978,"Increases your melee attack power by 5 for every 250 armor value you have.",12,0,0,0,0,0,0,0
DeathKnight,Blood,Talent,"Blood Gorged",61154,"When you are above 75% health, you deal 10% more damage.  In addition, your attacks ignore up to 20% of your opponent's armor at all times.    The all-damage increase does not stack with Enhanced Weapon Mastery, Unending Fury, Answered Prayers, Blessed Weapons or Blood Presence. Only the highest increase applies.",40,0,0,0,0,0,12,30
DeathKnight,Blood,Talent,"Bloodworms",49027,"Reduces the chance you'll be critically hit by a melee and spells by 6%.    Your weapon hits have a 9% chance to cause the target to spawn 2-4 Bloodworms.  Bloodworms attack your enemies, healing you as they do damage for 20 sec or until killed.",20,0,0,0,0,0,9,21
DeathKnight,Blood,Talent,"Bloody Strikes",48977,"Increases the damage of Blood Strike by 15% and Heart Strike by 45%.    Increases the damage of Blood Boil by 30%.",10,0,0,0,0,0,6,12
DeathKnight,Blood,Talent,"Bloody Vengeance",48988,"Gives you a 3% bonus to physical damage you deal for 30 sec after dealing a critical strike from a weapon swing, spell, or ability.  This effect stacks up to 3 times.",24,0,0,0,0,0,6,15
DeathKnight,Blood,Talent,"Butchery",48979,"Whenever you kill an enemy that grants experience or honor, you generate up to 20 rage.      You generate 2 rage per 5 sec while in combat.",10,0,0,0,0,0,0,0
DeathKnight,Blood,Talent,"Dance Lessons",102215,"Increases Dancing rune weapons's damage modifier by 25% and its duration by 4 sec.",40,0,0,40,0,0,0,0
DeathKnight,Blood,Talent,"Dark Conviction",48987,"Increases your chance to critically hit with weapons, spells and abilities by 5%.",16,0,0,0,0,0,3,6
DeathKnight,Blood,Talent,"Death Rune Mastery",49467,"Whenever you hit with Death Strike or Obliterate there is a 100% chance that the Frost and Unholy Runes will become Death Runes when they activate.    Death Runes count as a Blood, Frost or Unholy Rune.",15,0,0,0,0,0,3,6
DeathKnight,Blood,Talent,"Improved Blood Presence",50365,"Healing done to you is increased by 10% in Blood Presence.    Threat caused decreased by 20% while in Blood Presence.     Capstone Bonus: Increases the healing from your Blood Presence by an additional 3%.    Increases the damage done while in Blood Presence by an additional 8%.    While in Frost Presence or Unholy Presence, you retain 2% healing from Blood Presence.        The all-damage increase does not stack with Enhanced Weapon Mastery, Unending Fury, Answered Prayers, Blessed Weapons, Blood Gorged or Demonic Pact. Only the highest increase applies.",30,0,0,0,0,0,9,21
DeathKnight,Blood,Talent,"Improved Death Strike",62905,"Increases the damage of your Death Strike by 30%, increases its critical strike chance by 6%, and increases the healing granted by 50%.",34,0,0,0,0,0,9,24
DeathKnight,Blood,Talent,"Improved Rune Tap",48985,"Increases the health provided by Rune Tap by 100% and lowers its cooldown by 30 sec.",18,0,0,14,0,0,3,9
DeathKnight,Blood,Talent,"Might of Mograine",49023,"Increases the critical strike damage bonus of your Blood Boil, Blood Strike, Death Strike, and Heart Strike abilities by 45%.",36,0,0,0,0,0,12,27
DeathKnight,Blood,Talent,"Scent of Blood",49004,"You have a 15% chance after dodging, parrying or taking direct damage to gain the Scent of Blood effect, causing your next 3 melee hits to generate 10 rage.",10,0,0,0,0,0,0,0
DeathKnight,Blood,Talent,"Spell Deflection",49145,"You have a chance equal to your Parry chance of taking 45% less damage from a direct damage spell.",18,0,0,0,0,0,3,9
DeathKnight,Blood,Talent,"Subversion",48997,"Increases the critical strike chance of Blood Strike, Scourge Strike, Heart Strike and Obliterate by 9%.    Reduces all threat generated while in Blood or Unholy Presence by 25%.",10,0,0,0,0,0,0,0
DeathKnight,Blood,Talent,"Sudden Doom",49018,"Requires  Grave Coil (Rank 1)  Direct damage abilities and spells have a 9% chance to cast a free Grave Coil at your target.",20,0,0,0,0,0,9,24
DeathKnight,Blood,Talent,"Two-Handed Weapon Specialization",55107,"Increases the physical damage you deal with two-handed melee weapons by 4%.",12,0,0,0,0,0,0,0
DeathKnight,Blood,Talent,"Vendetta",49015,"Heals you for up to 6% of your maximum health whenever you kill a target that yields experience or honor.",18,0,0,0,0,0,3,9
DeathKnight,Blood,Talent,"Veteran of the Third War",49006,"Increases your total Strength by 6%, your Stamina by 3%, and your expertise by 6.",22,0,0,0,0,0,6,12
DeathKnight,Blood,Talent,"Will of the Necropolis",49189,"Damage that would take you below 35% health or taken while you are at 35% health is reduced by 15%.",36,0,0,0,0,0,12,27
DeathKnight,Frost,Ability,"Chains of Ice",45524,"Shackles the target with frozen chains, reducing their movement by 45%, and infects them with Frost Fever. The target regains 4% of their movement each second for 10 sec.",14,0,0,18,12,0,0,0
DeathKnight,Frost,Ability,"Deathchill",49796,"When activated, makes your next Icy Touch, Howling Blast, Frost Strike or Obliterate a critical hit if used within 30 sec.",22,0,0,32,20,0,6,12
DeathKnight,Frost,Ability,"Empower Rune Weapon",47568,"Empower your rune weapon, immediately activating all your runes and generating 25 rage.",30,0,0,40,28,0,0,0
DeathKnight,Frost,Ability,"Frost Presence",48263,"Increases Stamina by 4% and significantly increases threat generated.   Increases the Armor contribution Cloth, Leather, Mail and Plate items by 30%   Reduces damage taken by 2%.    Only one Presence may be active at a time.",1,0,0,8,8,0,0,0
DeathKnight,Frost,Ability,"Frost Strike",49143,"Instantly strike the enemy, causing 55% weapon damage plus 31 as Frost damage.",36,0,0,0,34,0,12,27
DeathKnight,Frost,Ability,"Horn of Winter",57330,"Increases the Strength and Agility of all party or raid members within 30 yards by 2 and generates 10 rage. Lasts 30 min.",1,0,0,4,0,0,0,0
DeathKnight,Frost,Ability,"Howling Blast",49184,"Blast the target with a frigid wind dealing 119 to 129 Frost damage to all enemies within 10 yards.",40,0,0,0,38,0,15,30
DeathKnight,Frost,Ability,"Hungering Cold",49203,"Purges the earth around the you of all heat. Enemies within 10 yards are trapped in ice, preventing them from performing any action for 10 sec and infecting them with Frost Fever. Enemies are considered Frozen, but any damage other than diseases will break the ice.",30,0,0,40,28,0,9,21
DeathKnight,Frost,Ability,"Icebound Fortitude",48792,"Freeze your blood to become immune to Stun effects and reduce all damage taken by 30% plus additional damage reduction based on Defense for 12 sec.",34,0,0,40,32,0,0,0
DeathKnight,Frost,Ability,"Icy Touch",45477,"Chills the target for 11 to 12 Frost damage and infects them with Frost Fever, a disease that deals periodic damage and reduces melee and ranged attack speed by 14% for 15 sec. Generates very high threat while in a Tank Stance.",1,0,0,0,0,0,0,0
DeathKnight,Frost,Ability,"Improved Icy Talons",55610,"Increases the melee haste of all party and raid members within 100 yds by 20%.    Increases your melee and ranged haste by an additional 5%.",24,0,0,0,22,0,6,15
DeathKnight,Frost,Ability,"Lichborne",49039,"Draw upon unholy energy to become undead for 10 sec.  While undead, you are immune to Charm, Fear and Sleep effects.",16,0,0,23,14,0,3,6
DeathKnight,Frost,Ability,"Mind Freeze",47528,"Smash the target's mind with cold, interrupting spellcasting and preventing any spell in that school from being cast for 4 sec.    This ability shares a cooldown with other interrupts.",14,0,0,20,12,0,0,0
DeathKnight,Frost,Ability,"Obliterate",49020,"A brutal instant attack that deals 80% weapon damage plus 28, total damage increased 12.5% per each of your diseases on the target, but consumes the diseases.",20,0,0,5,18,0,0,0
DeathKnight,Frost,Ability,"Path of Frost",3714,"Surrounds the caster with a freezing aura beneath her feet, allowing her and her party or raid to walk on water for 10 min. Works while mounted. Any damage will cancel the effect.",30,0,0,8,28,0,0,0
DeathKnight,Frost,Ability,"Rune Strike",56815,"Strike the target for 150% weapon damage plus 2. Only usable after you dodge or parry an attack. Can't be dodged, blocked, or parried. This attack causes a high amount of threat.",32,0,0,9,30,0,0,0
DeathKnight,Frost,Ability,"Threat of Thassarian",65661,"When dual-wielding your, Plague Strike, Death Strike, Blood Strike, Frost Strike, Obliterate and Rune Strike hits also strike with your off-hand weapon.",10,0,0,32,0,0,9,24
DeathKnight,Frost,Ability,"Unbreakable Armor",51271,"Reinforces your armor with a thick coat of ice, increasing your armor by 25% and increasing your Strength by 20% for 20 sec.",34,0,0,40,32,0,9,24
DeathKnight,Frost,Talent,"Acclimation",49200,"When you are hit by a spell, you have a 30% chance to boost your resistance to that type of magic for 18 sec.  Stacks up to 3 times.",36,0,0,0,0,0,12,27
DeathKnight,Frost,Talent,"Annihilation",51468,"Increases your critical strike chance by 3%.      Your Obliterate will do its damage without consuming diseases.",16,0,0,0,0,0,3,6
DeathKnight,Frost,Talent,"Black Ice",49140,"Increases your Frost damage by 10%.    Increases your Shadow damage by 5%.",12,0,0,0,0,0,0,0
DeathKnight,Frost,Talent,"Blood of the North",54639,"Increases Blood Strike and Frost Strike damage by 10%.      Whenever you hit with Blood Strike or Pestilence there is a 100% chance that the Blood Rune will become a Death Rune when it activates.      Death Runes count as a Blood, Frost or Unholy Rune.",20,0,0,0,0,0,9,24
DeathKnight,Frost,Talent,"Chilblains",50040,"Victims of your Frost Fever disease are Chilled, reducing movement speed by 50% for 10 sec.",20,0,0,0,0,0,9,21
DeathKnight,Frost,Talent,"Chill of the Grave",49149,"Your Chains of Ice, Howling Blast, Icy Touch and Obliterate generate 5.0 additional rage.",15,0,0,0,0,0,3,9
DeathKnight,Frost,Talent,"Endless Winter",49137,"Your strength is increased by 4%.    The cost of your Mind Freeze is reduced by 20 rage.",18,0,0,0,0,0,3,9
DeathKnight,Frost,Talent,"Fortified Frost Presence",102391,"While Frost Presence is active, its Stamina bonus is increased by 4%, Armor contribution from Cloth, Leather, Mail and Plate is increased by 30%, and damage taken is reduced by an additional 4%.",34,0,0,40,0,0,0,0
DeathKnight,Frost,Talent,"Frigid Dreadplate",49186,"Reduces the chance melee attacks will hit you by 3%.",22,0,0,0,0,0,6,12
DeathKnight,Frost,Talent,"Glacier Rot",49471,"Diseased enemies take 20% more damage from your Icy Touch, Howling Blast and Frost Strike.",22,0,0,0,0,0,6,12
DeathKnight,Frost,Talent,"Guile of Gorefiend",50187,"Increases the critical strike damage bonus of your Blood Strike, Frost Strike, Howling Blast and Obliterate abilities by 45%.    Increases the duration of your Icebound Fortitude by 6 secs.",36,0,0,0,0,0,12,27
DeathKnight,Frost,Talent,"Icy Reach",55061,"Increases the range of your damaging spells by 6 yards, and the range of your Icy Touch, Chains of Ice, and Howling Blast by an additional 4 yards.    This does not stack with other similar effects.",12,0,0,0,0,0,0,0
DeathKnight,Frost,Talent,"Icy Talons",50880,"You leech heat from victims of your Frost Fever, so that when their melee attack speed is reduced, yours increases by 20% for the next 20 sec.",15,0,0,0,0,0,3,6
DeathKnight,Frost,Talent,"Improved Frost Presence",50384,"While in Blood Presence or Unholy Presence, you retain 8% stamina from Frost Presence.    Damage done to you is decreased by an additional 2% in Frost Presence.",30,0,0,0,0,0,9,21
DeathKnight,Frost,Talent,"Improved Icy Touch",49175,"Your Icy Touch does an additional 15% damage and your Frost Fever reduces melee and ranged attack speed by an additional 6%.",10,0,0,0,0,0,0,0
DeathKnight,Frost,Talent,"Killing Machine",51123,"Your melee abilities have a chance to make your next Frost spell or ability guaranteed to critically strike.  Effect occurs more often than Killing Machine (Rank 4).",15,0,0,0,0,0,3,9
DeathKnight,Frost,Talent,"Merciless Combat",49024,"Increases damage done by all frost spells and abilities by 12% to targets under 35% health.",24,0,0,0,0,0,6,15
DeathKnight,Frost,Talent,"Nerves of Cold Steel",49226,"Increases your chance to hit by 5%.    Increases the damage done by your off-hand weapon by 33%.  Does not stack with Dual Wield Mastery",12,0,0,0,0,0,0,0
DeathKnight,Frost,Talent,"Rime",49188,"Increases the critical strike chance of your Icy Touch and Obliterate by 15%.    Casting Obliterate has a 15% chance to reset the cooldown on Howling Blast and cause your next Howling Blast to consume no runes.",20,0,0,0,0,0,6,15
DeathKnight,Frost,Talent,"Runic Focus",61758,"Your spell critical strikes now deal 200% damage.     This does not stack with other similar effects.   Capstone Bonus: Diseased enemies take 4% more damage from you.",16,0,0,0,0,0,6,6
DeathKnight,Frost,Talent,"Runic Power Mastery",49455,"Increases your maximum rage by 20.",24,0,0,0,0,0,6,15
DeathKnight,Frost,Talent,"Toughness",49042,"Increases your armor value from items by 10%.    Reduces the duration of all movement slowing effects by 30%.",10,0,0,0,0,0,0,0
DeathKnight,Frost,Talent,"Tundra Stalker",49202,"Your spells and abilities deal 15% more damage to targets infected with your Frost Fever.    Increases your expertise by 5.",40,0,0,0,0,0,12,30
DeathKnight,Unholy,Ability,"Anti-Magic Shell",48707,"Surrounds you in an Anti-Magic Shell, absorbing 75% of the damage dealt by harmful spells (up to a maximum of 50% of your health) and preventing application of harmful magical effects.      20% of the absorbed damage by Anti-Magic Shell is granted as additional rage. Lasts 5 sec.",22,0,0,32,20,0,0,0
DeathKnight,Unholy,Ability,"Anti-Magic Zone",51052,"Places a large, stationary Anti-Magic Zone that reduces spell damage done to party or raid members inside it by 75%. The Anti-Magic Zone lasts for 10 sec or until it absorbs 10024 spell damage.",30,0,0,40,28,0,9,21
DeathKnight,Unholy,Ability,"Army of the Dead",42650,"Summons an entire legion of Ghouls to fight for you over 4 sec. The Ghouls will swarm the area, taunting and fighting anything they can.  While channeling Army of the Dead, you take less damage equal to your Dodge plus Parry chance.",34,0,0,40,32,0,0,0
DeathKnight,Unholy,Ability,"Bone Shield",49222,"Your are surrounded by 3 whirling bones.  While at least 1 bone remains, you take 20% less damage from all sources and deals 2% more damage with all attacks, spells and abilities.  Each damaging attack that lands consumes 1 bone.  Lasts 5 min.",34,0,0,40,32,0,9,24
DeathKnight,Unholy,Ability,"Corpse Explosion",49158,"Cause a corpse to explode for 166 Shadow damage to all enemies within 10 yards.  Will use a nearby corpse if the target is not a corpse.  Does not affect mechanical or elemental corpses.",16,0,0,0,14,0,3,6
DeathKnight,Unholy,Ability,"Death and Decay",43265,"Corrupts the ground at the targeted area, causing 14 Shadow damage every sec that targets remain in the area for 10 sec. This ability produces a high amount of threat.",20,0,0,16,18,0,0,0
DeathKnight,Unholy,Ability,"Death Grip",49576,"Harness the unholy energy that surrounds and binds all matter, drawing the target towards you and forces them to attack you for 3 sec.",20,0,0,29,18,0,0,0
DeathKnight,Unholy,Ability,"Death Strike",49998,"A deadly attack that deals 75% weapon damage plus 23 and heals you for 5% of your maximum health for each of your diseases on the target.",14,0,0,12,12,0,0,0
DeathKnight,Unholy,Ability,"Dominate Undead",891,"Teaches you the necessary abilities to Dominate an Undead companion.  Teaches you Dominate Undead, Raise Undead, Dismiss Undead, Revive Undead and Undead Lore.      Dominate Undead Begins dominating an undead to be your companion.     Your armor is reduced by 100% while you focus on dominating the undead for 20 sec.     If you lose the undead's attention for any reason, the domination process will fail. Each type of undead has unique abilities that you will be able to make use of.",1,0,0,5,8,0,0,0
DeathKnight,Unholy,Ability,"Ghoul Frenzy",63560,"Grants your Ghoul pet 25% haste for 30 sec and heals it for 60% of its health over the duration.",30,0,0,22,28,0,9,21
DeathKnight,Unholy,Ability,"Grave Coil",47541,"Fire a blast of unholy energy, causing 26 Shadow damage to an enemy target or healing 39 damage from a friendly Undead target.    Ancient Death Knights remember this dark spell as Death Coil",12,0,0,5,10,0,0,0
DeathKnight,Unholy,Ability,"Master of Ghouls",52143,"Reduces the cooldown on Raise Dead by 60 sec, and the Ghoul summoned by your Raise Dead spell is considered a pet under your control.  Unlike normal Death Knight Ghouls, your pet does not have a limited duration.    While your Ghoul is active and within 100 yards, it increases your Strength by 5% and reduces damage taken by 5%.",24,0,0,21,22,0,6,15
DeathKnight,Unholy,Ability,"Plague Strike",45462,"A vicious strike that deals 50% weapon damage plus 8 and infects the target with Blood Plague, a disease dealing 3 Shadow damage over time.",1,0,0,0,0,0,0,0
DeathKnight,Unholy,Ability,"Raise Ally",61999,"Raises the corpse of a raid or party member to fight by your side. The player will have control over the Ghoul for 5 min.",24,0,0,21,22,0,0,0
DeathKnight,Unholy,Ability,"Raise Dead",46584,"Raises a Ghoul to fight by your side. You can have a maximum of one Ghoul at a time.  Lasts 1 min.",18,0,0,26,16,0,0,0
DeathKnight,Unholy,Ability,"Scourge Strike",55090,"An unholy strike that deals 70% of weapon damage as Physical damage plus 102.  In addition, for each of your diseases on your target, you deal an additional 12% of the Physical damage done as Shadow damage.",36,0,0,0,34,0,12,27
DeathKnight,Unholy,Ability,"Summon Gargoyle",49206,"A Gargoyle flies into the area and bombards the target with Nature damage, increased by 33% of the higher of your attack power or spell power. The Gargoyle inherits your spell penetration, hit chance, and 30% of your stamina. Persists for 30 sec.",40,0,0,0,38,0,15,30
DeathKnight,Unholy,Ability,"Unholy Frenzy",91232,"Increases the attack rate of your Demon or Undead pet by 50% but drains 2% of its health every 1 seconds. Lasts 30 sec.",26,0,0,24,24,0,0,0
DeathKnight,Unholy,Ability,"Unholy Presence",48265,"Infuses you with unholy fury, increasing attack speed by 5%, movement speed by 15%, and reducing the global cooldown of all Death Knight abilities by 0.5 sec.     Only one Presence can be active at a time.",28,0,0,24,26,0,0,0
DeathKnight,Unholy,Talent,"Anticipation",55129,"Increases your Dodge chance by 5%.",10,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Blood-Caked Blade",49219,"Your auto attacks have a 30% chance to cause a Blood-Caked Strike, which hits for 25% weapon damage plus 12.5% for each of your diseases on the target.",15,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"Crypt Fever",49032,"Your Death Knight diseases also cause Crypt Fever, which increases disease damage taken by the target by 30%.",20,0,0,0,0,0,9,24
DeathKnight,Unholy,Talent,"Desecration",55666,"Your Plague Strikes and Scourge Strikes cause the Desecrated Ground effect.  Targets in the area are slowed by 50% by the grasping arms of the dead while standing on the unholy ground.  Lasts 20 sec.",15,0,0,0,0,0,6,15
DeathKnight,Unholy,Talent,"Desolation",66799,"Your Blood Strikes cause you to deal 5% additional damage with all attacks for the next 20 sec.",30,0,0,0,0,0,9,21
DeathKnight,Unholy,Talent,"Dirge",49223,"Your Death Strike, Plague Strike and Scourge Strike generate 5.0 additional rage.",10,0,0,0,0,0,6,12
DeathKnight,Unholy,Talent,"Ebon Plaguebringer",51099,"Increases your critical strike chance by 3%.    Your Crypt Fever morphs into Ebon Plague, which increases magic damage taken by 13% in addition to increasing disease damage taken.",25,0,0,0,0,0,12,27
DeathKnight,Unholy,Talent,"Epidemic",49036,"Increases the duration of Blood Plague and Frost Fever by 6 sec.",10,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Frenzied Unholy Presence",102227,"Increases your attack speed benefit of Unholy Presence by 10%.",34,0,0,40,0,0,0,0
DeathKnight,Unholy,Talent,"Improved Unholy Presence",50391,"While in Blood Presence or Frost Presence, you retain 15% increased movement speed from Unholy Presence.     Your runes finish their cooldowns 10% faster in Unholy Presence.",30,0,0,0,0,0,9,21
DeathKnight,Unholy,Talent,"Impurity",49220,"The attack power bonus of your Deathknight spells is increased by 20%.",22,0,0,0,0,0,6,12
DeathKnight,Unholy,Talent,"Magic Suppression",49224,"You take 6% less damage from all magic.      Your Anti-Magic Shell absorbs an additional 25% of spell damage.",24,0,0,0,0,0,6,15
DeathKnight,Unholy,Talent,"Morbidity",48963,"Increases the damage and healing of Grave Coil by 15%.    Reduces the cooldown on Death and Decay by 15 sec.",12,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Necrosis",51459,"Your melee auto attacks deal an additional 20% Shadow damage.",16,0,0,0,0,0,3,6
DeathKnight,Unholy,Talent,"Night of the Dead",55620,"Increases all damage done by 2%.    Reduces the cooldown on Raise Dead by 90 sec and the cooldown on Army of the Dead by 4 min.",18,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"On a Pale Horse",49146,"You become as hard to stop as death itself.      The duration of all Stun and Fear effects used against you is reduced by 20%.    Your mounted speed is increased by 20%.    This does not stack with other movement speed increasing effects.  This does not stack with other Stun or Fear reduction effects.",18,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"Outbreak",49013,"Increases the damage of Plague Strike by 30% and Scourge Strike by 20%.",10,0,0,0,0,0,3,6
DeathKnight,Unholy,Talent,"Rage of Rivendare",50117,"Your spells and abilities deal 10% more damage to targets infected with your Blood Plague.    Increases your expertise by 5.",40,0,0,0,0,0,12,30
DeathKnight,Unholy,Talent,"Ravenous Dead",48965,"Increases your total Strength by 3% and the contribution your Ghouls get from your Strength and Stamina by 60%",12,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Reaping",49208,"Whenever you hit with Blood Strike or Pestilence there is a 100% chance that the Blood Rune becomes a Death Rune when it activates.      Death Runes count as a Blood, Frost or Unholy Rune.",20,0,0,0,0,0,6,15
DeathKnight,Unholy,Talent,"Unholy Blight",49194,"Causes the victims of your Grave Coil to be surrounded by a vile swarm of unholy insects, taking 10% of the damage done by the Grave Coil over 10 sec, and preventing any diseases on the victim from being dispelled.",12,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"Unholy Command",49588,"Reduces the cooldown of your Death Grip ability by 10 sec.",22,0,0,0,0,0,6,12
DeathKnight,Unholy,Talent,"Vicious Strikes",51745,"Increases the critical strike chance by 6% and critical strike damage bonus by 30% of your Plague Strike and Scourge Strike.",10,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Virulence",48962,"Increases your hit chance by 3%.    Reduces the chance that your damage over time diseases can be cured by 30%.",10,0,0,0,0,0,0,0
