Class,Tab,Type,Name,ID,Description,RequiredLevel,RequiredClassAEInvestment,RequiredTabAEInvestment,RequiredClassPoints,RequiredAEInvestment,RequiredClassTEInvestment,RequiredTabTEInvestment,RequiredTEInvestment
DeathKnight,Unholy,Talent,"Improved Unholy Presence",50391,"While in Blood Presence or Frost Presence, you retain 15% increased movement speed from Unholy Presence.     Your runes finish their cooldowns 10% faster in Unholy Presence.",30,0,0,0,0,0,9,21
DeathKnight,Unholy,Talent,"Impurity",49220,"The attack power bonus of your Deathknight spells is increased by 20%.",22,0,0,0,0,0,6,12
DeathKnight,Unholy,Talent,"Magic Suppression",49224,"You take 6% less damage from all magic.      Your Anti-Magic Shell absorbs an additional 25% of spell damage.",24,0,0,0,0,0,6,15
DeathKnight,Unholy,Talent,"Morbidity",48963,"Increases the damage and healing of Grave Coil by 15%.    Reduces the cooldown on Death and Decay by 15 sec.",12,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Necrosis",51459,"Your melee auto attacks deal an additional 20% Shadow damage.",16,0,0,0,0,0,3,6
DeathKnight,Unholy,Talent,"Night of the Dead",55620,"Increases all damage done by 2%.    Reduces the cooldown on Army of the Dead by 4 min.",18,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"On a Pale Horse",49146,"You become as hard to stop as death itself.      The duration of all Stun and Fear effects used against you is reduced by 20%.    Your mounted speed is increased by 20%.    This does not stack with other movement speed increasing effects.  This does not stack with other Stun or Fear reduction effects.",18,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"Outbreak",49013,"Increases the damage of Plague Strike by 30% and Scourge Strike by 20%.",10,0,0,0,0,0,3,6
DeathKnight,Unholy,Talent,"Rage of Rivendare",50117,"Your spells and abilities deal 10% more damage to targets infected with your Blood Plague.    Increases your expertise by 5.",40,0,0,0,0,0,12,30
DeathKnight,Unholy,Talent,"Ravenous Dead",48965,"Increases your total Strength by 3% and the contribution your Ghouls get from your Strength and Stamina by 60%",12,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Reaping",49208,"Whenever you hit with Blood Strike or Pestilence there is a 100% chance that the Blood Rune becomes a Death Rune when it activates.      Death Runes count as a Blood, Frost or Unholy Rune.",20,0,0,0,0,0,6,15
DeathKnight,Unholy,Talent,"Unholy Blight",49194,"Causes the victims of your Grave Coil to be surrounded by a vile swarm of unholy insects, taking 50% of the damage done by the Grave Coil over 10 sec, and preventing any diseases on the victim from being dispelled.",12,0,0,0,0,0,3,9
DeathKnight,Unholy,Talent,"Unholy Command",49588,"Reduces the cooldown of your Death Grip ability by 10 sec.",22,0,0,0,0,0,6,12
DeathKnight,Unholy,Talent,"Vicious Strikes",51745,"Increases the critical strike chance by 6% and critical strike damage bonus by 30% of your Plague Strike and Scourge Strike.",10,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Virulence",48962,"Increases your hit chance by 3%.    Reduces the chance that your damage over time diseases can be cured by 30%.",10,0,0,0,0,0,0,0
DeathKnight,Unholy,Talent,"Wandering Plague",49217,"When your Death Knight diseases damage an enemy, there is a chance equal to your melee critical strike chance that they will cause 100% additional damage to the target and all enemies within 8 yards.    Ignores any target under the effect of a spell that is cancelled by taking damage.",20,0,0,0,0,0,12,27
Druid,Balance,Talent,"Balance of Power",33592,"Increases your hit chance by 4%.    Reduces your magic damage taken by 6%.",24,0,0,0,0,0,6,15
Druid,Balance,Talent,"Brambles",16836,"Damage from your Thorns increased by 75% and damage done by your Treants increased by 15%.     Melee attacks done to you while you have Barkskin active have a 15% chance to daze the target for 3 sec.",16,0,0,0,0,0,3,6
Druid,Balance,Talent,"Celestial Bane",57849,"Increases your Nature damage by 6% to targets affected by your Insect Swarm.  Increases your Critical Strike chance with Arcane spells 6% to targets affected by your Moonfire.",20,0,0,0,0,0,6,12
Druid,Balance,Talent,"Celestial Focus",16850,"Increases your haste by 2%.    Reduces the pushback suffered from damaging attacks by 70%.",18,0,0,0,0,0,3,9
Druid,Balance,Talent,"Dreamstate",33597,"Regenerate mana equal to 10% of your Intellect every 5 sec, even while casting.",24,0,0,0,0,0,6,15
Druid,Balance,Talent,"Earth and Moon",48506,"Increases your spell damage by 6%.   Wrath, Starfire and Starsurge apply the Earth and Moon effect, which increases magic damage taken by 13% for 8 sec.    Does not stack with other similar effects.",20,0,0,0,0,0,12,30
Druid,Balance,Talent,"Eclipse",48516,"Dealing direct Arcane damage grants you a 100% chance to increase the damage of your Wrath and Starsurge by 40% for 15 seconds.    Dealing direct Nature damage grants you a 100% chance to increase your critical strike chance with Starfire and Starsurge by 40% for 15 seconds.    Both effects cannot occur at the same time and each effect can only occur once every 30 seconds.",25,0,0,0,0,0,12,27
Druid,Balance,Talent,"Gale Winds",48488,"Increases your Hurricane and Typhoon damage by 30%.",34,0,0,0,0,0,9,24
Druid,Balance,Talent,"Genesis",57810,"Increases the periodic damage and healing of your spells by 10%.",10,0,0,0,0,0,0,0
Druid,Balance,Talent,"Improved Faerie Fire",33600,"Your Faerie Fire spell also increases the chance the target will be hit by spell attacks by 3%.    Increases the critical strike chance of your damage spells by 3% on targets afflicted by Faerie Fire.",20,0,0,0,0,0,9,21
Druid,Balance,Talent,"Improved Moonfire",16821,"Increases the damage of Moonfire spell by 15% and the critical strike chance of Starfire and Starsurge by 10%.  Capstone Bonus: Your direct Arcane damage critical hits on targets afflicted by your Moonfire instantly trigger an extra Arcane damage. This can happen once every 1.5 sec.",10,0,0,0,0,0,0,0
Druid,Balance,Talent,"Improved Moonkin Form",48384,"Your Moonkin Aura also causes affected targets to gain 3% spell haste.   Does not stack with similar effects.  In Moonkin Form, you to gain 30% of your spirit as additional spell damage.",30,0,0,40,0,0,9,21
Druid,Balance,Talent,"Lunar Guidance",33589,"Increases your spell damage by 12% of your Intellect.",22,0,0,0,0,0,6,12
Druid,Balance,Talent,"Moonfury",16896,"Increases the damage of your Starfire, Moonfire, Wrath, and Starsurge by 10%.",10,0,0,0,0,0,6,15
Druid,Balance,Talent,"Moonglow",16845,"Reduces the mana cost of your Starfire, Wrath, Starsurge, Healing Touch, Regrowth, Rejuvenation, and Swiftmend spells by 9%.",12,0,0,0,0,0,0,0
Druid,Balance,Talent,"Nature's Grace",16880,"Direct damaging or healing Druid spell criticals have a 100% chance to grant you Nature's Grace, increasing your haste by 20% for 4 sec.",16,0,0,0,0,0,3,6
Druid,Balance,Talent,"Nature's Majesty",35363,"Increases the critical strike chance of your Wrath, Starfire, Starfall, Starsurge, Nourish and Healing Touch spells by 4%.",12,0,0,0,0,0,0,0
Druid,Balance,Talent,"Nature's Reach",16819,"Increases the range of your damaging spells with a channeling or cast time by 6 yards.     Does not stack with other similar effects.  Capstone Bonus: Your Nature non-periodic spells have a 100% chance to spread your Insect Swarm to all enemies within 5 yards, if hitting a target affected by Insect Swarm. This effect has a 6 sec internal cooldown.",16,0,0,0,0,0,3,6
Druid,Balance,Talent,"Nature's Splendor",857866,"Increases the duration of your Moonfire and Rejuvenation by 3 sec, your Regrowth by 6 sec, and your Insect Swarm, Lifebloom, Efflorescence and Flourish by 2 sec.",10,0,0,0,0,0,3,6
Druid,Balance,Talent,"Owlkin Frenzy",48389,"While in Moonkin Form, attacks against you have a 24% chance to trigger a Frenzy, increasing your damage done by 5%.     This also grants immunity to casting pushback for Balance spells and restores 2% base mana every 2 sec. Lasts 10 sec.",34,0,0,40,0,0,9,24
Druid,Balance,Talent,"Starlight Wrath",16814,"Increases the critical strike chance of Wrath by 9%.    Increases the damage of Starfire and Starsurge by 6%.",10,0,0,0,0,0,0,0
Druid,Balance,Talent,"Vengeance",16909,"Your spell critical strikes now deal 200% damage.   Does not stack with similar effects.  Capstone Bonus: Your direct Arcane and Nature criticals  have a chance to attract a Vengeful Soul, increasing your magic damage by 3% for 12 seconds. When this effect ends the Soul leaves your body, restoring 5% of your missing mana.",18,0,0,0,0,0,3,9
Druid,Balance,Talent,"Wrath of Cenarius",33603,"Increases the spell damage scaling of your Starfire and Starsurge by 20% and the spell damage scaling of your Wrath by 10%.",34,0,0,0,0,0,9,24
Druid,Feral,Talent,"Brutal Impact",16940,"Increases the stun duration of your Bash and Pounce abilities by 1 sec.    Reduces the cooldown of Bash by 30 sec.",22,0,0,0,0,0,6,12
Druid,Feral,Talent,"Elder Hide",16929,"Increases the Armor contribution from cloth and leather items by 12%.",12,0,0,0,0,0,0,0
Druid,Feral,Talent,"Feral Aggression",16858,"Increases the damage you do to targets above 75% health by 9%.    Increases your attack power while in Feral forms by 150% of your level.",10,0,0,0,0,0,0,0
Druid,Feral,Talent,"Feral Instinct",16947,"Increases Swipe and Ravage damage by 30%.  Increases all damage dealt by 3% while Tiger's Fury is active.   Reduces the chance enemies have to detect you while Prowling.   Capstone Bonus: Dealing damage with Swipe and Ravage reduce the cooldown of Tiger's Fury and Enrage by 1 second.",10,0,0,0,0,0,0,0
Druid,Feral,Talent,"Feral Swiftness",17002,"Increases your movement speed by 20% in Cat Form.    Increases your chance to dodge while in Cat Form, Bear Form and Dire Bear Form by 4%.",16,0,0,0,0,0,3,6
Druid,Feral,Talent,"Ferocity",16934,"Increases all attributes by 5% and reduces the energy cost of your Swipe (Cat), Claw, Rake and Mangle (Cat) abilities by 10 Energy.  Reduces the rage cost of your Maul, Swipe (Bear), and Mangle (Bear) by 5 Rage.",10,0,0,0,0,0,0,0
Druid,Feral,Talent,"Heart of the Wild",17003,"Increases your Intellect by 9%.     While in Bear or Dire Bear Form your Stamina is increased by 6%.    While in Cat Form your attack power is increased by 6%.",24,0,0,0,0,0,6,15
Druid,Feral,Talent,"Improved Leader of the Pack",34297,"Leader of the Pack also causes affected targets to heal themselves for 4% of their base health when they critically hit with a melee or ranged attack.      You gain 16% of your base mana when you benefit from this heal.    The healing effect cannot occur more than once every 6 sec.",30,0,0,26,0,0,9,21
Druid,Feral,Talent,"Improved Mangle",48532,"Reduces the cooldown of your Mangle (Bear) ability by 1.5 sec.     Reduces the energy cost of your Mangle (Cat) ability by 6.",36,0,0,0,0,0,12,27
Druid,Feral,Talent,"Improved Shapeshifting",901564,"Your Druid shapeshifting spells now cause the act of shapeshifting to free the caster of Polymorph and movement impairment effects.    Increases the Armor contribution from cloth and leather items by 20% while in Bear Form.",20,0,0,30,0,0,0,0
Druid,Feral,Talent,"Infected Wounds",48483,"Shred, Maul, Swipe, and Mangle attacks cause an Infected Wound in the target.     Infected Wound slows the target's movement speed by 50%, and reduces attack speed by 20%. Lasts 12 sec.  Does not stack with other similar effects.",20,0,0,0,0,0,9,24
Druid,Feral,Talent,"King of the Jungle",48492,"While in Bear Form or Dire Bear Form, your Enrage ability increases physical damage done by 15%.  While in Cat Form, casting Tiger's Fury restores 60 energy.     Reduces the mana cost of Bear Form, Cat Form, and Dire Bear Form by 60%.  Capstone Bonus: The global cooldown of Cat Form and Bear Form is reduced by 0.5 sec.",20,0,0,0,0,0,12,27
Druid,Feral,Talent,"Natural Reaction",57878,"Increases your chance to dodge by 6% while in Bear Form or Dire Bear Form.    You regenerate 15 rage every time you dodge while in Bear Form or Dire Bear Form.",24,0,0,0,0,0,6,15
Druid,Feral,Talent,"Nurturing Instinct",33872,"Increases your healing spells by up to 70% of your Agility, and increases healing done to you by 20%  while in Cat form.",22,0,0,0,0,0,6,12
Druid,Feral,Talent,"Predatory Instincts",33859,"While in Cat Form increases your damage from all critical strikes by 15% and reduces the damage taken from area of effect attacks by 10%.     This does not stack with other similar effects.",34,0,0,0,0,0,9,24
Druid,Feral,Talent,"Predatory Strikes",16972,"Reduces the energy cost of your Cat Form finishing moves by 9.     Your Feral finishing moves have a 20% chance per combo point spent to make your next Nature spell with a base casting time less than 10 sec. become an instant cast spell.",10,0,0,0,0,0,3,9
Druid,Feral,Talent,"Primal Fury",37116,"Gives you a 100% chance to gain an additional 5 Rage anytime you get a critical strike while in Bear and Dire Bear Form.    Your critical strikes from Cat Form abilities that add combo points have a 100% chance to add an additional combo point.",10,0,0,0,0,0,3,9
Druid,Feral,Talent,"Primal Gore",63503,"Grants the periodic damage from your Lacerate and Rip abilities the ability to critically hit.",40,0,0,0,0,0,12,30
Druid,Feral,Talent,"Primal Precision",48409,"Increases your energy regeneration rate by 20%.    Increases your Expertise by 10.    Cat Form finishing moves that fail to land are refunded 80% of the energy cost.  Capstone Bonus: Your Cat Form finishing moves reduce the cooldown of Berserk by 3 sec. and Tiger's Fury by 2 sec.",18,0,0,0,0,0,3,9
Druid,Feral,Talent,"Primal Tenacity",33851,"While in Cat Form the duration of fear effects are reduced by 30% and all damage taken while stunned by 30%.",30,0,0,0,0,0,9,21
Druid,Feral,Talent,"Protector of the Pack",57873,"While in Bear or Dire Bear Form your attack power is increased by 6% and the physical damage you take is reduced by 12%.",34,0,0,26,0,0,9,24
Druid,Feral,Talent,"Rend and Tear",48432,"Increases damage done by your Maul and Shred attacks on bleeding targets by 20%.    Increases the critical strike chance of your Ferocious Bite ability on bleeding targets by 25%.",30,0,0,0,0,0,12,30
Druid,Feral,Talent,"Savage Defense",277401,"Each time you critically strike with melee damage while in Bear Form or Dire Bear Form you have a 100% chance to trigger Savage Defense.    When triggered versus players this effect has 8 sec cooldown and only reduces the damage taken by 1 hit.    Savage Defense Reduces damage from the next 3 physical attacks made against you by an amount equal to 3% of your maximum health plus 8% of your attack power.",10,0,0,0,0,0,0,0
Druid,Feral,Talent,"Savage Fury",16998,"Increases the damage caused by your Claw, Rake, Shred, Mangle (Cat), Mangle (Bear), and Maul abilities by 20%.",10,0,0,0,0,0,0,0
Druid,Feral,Talent,"Sharpened Claws",16942,"Increases your critical strike chance with all spells and abilities while in Bear, Dire Bear or Cat Form by 6%.",16,0,0,0,0,0,3,6
Druid,Feral,Talent,"Shredding Attacks",16966,"Reduces the energy cost of your Shred ability by 18.    Reduces the rage cost of your Lacerate ability by 2.",15,0,0,0,0,0,3,9
Druid,Feral,Talent,"Survival of the Fittest",33853,"While you are in Bear Form:    Increases all attributes by 6%.    Reduces the chance you'll be critically hit by melee attacks by 6%.    Increases your armor contribution from cloth and leather items by 33%.",24,0,0,0,0,0,6,15
Druid,Restoration,Talent,"Empowered Touch",33879,"Your Healing Touch gains an additional 40% and your Nourish and Flourish gain an additional 20% of your bonus healing effects.",24,0,0,0,0,0,6,15
Druid,Restoration,Talent,"Furor",17056,"Increases your Arcane and Nature spell damage done by 6%.     Increases your Stamina in Bear and Dire Bear Form by 9%.     Increases your damage in Cat Form by 6%.",10,0,0,0,0,0,0,0
Druid,Restoration,Talent,"Gift of Nature",17104,"Increases the amount healed by your spells by 10%.    The healing increase does not stack with Spiritual Healing, Purification or Answered Prayers. Only the highest increase applies.",22,0,0,0,0,0,6,12
Druid,Restoration,Talent,"Gift of the Earthmother",51179,"Increases your spell haste by 10%.    Reduces the global cooldown of your Lifebloom spell by 10%.",40,0,0,0,0,0,12,30
Druid,Restoration,Talent,"Improved Barkskin",63410,"Grants 60% additional armor contribution from cloth and leather items while in Travel Form or while not shapeshifted.    Increases the damage reduction granted by your Barkskin spell by 10%.    Reduces the chance your Barkskin is dispelled by 70%.",40,0,0,0,0,0,12,30
Druid,Restoration,Talent,"Improved Mark of the Wild",17050,"Increases all of total attributes by 2%.    Increases the effects of your Mark of the Wild and Gift of the Wild spells by 40%.",10,0,0,0,0,0,0,0
Druid,Restoration,Talent,"Improved Rejuvenation",17111,"Increases the effect of your Rejuvenation spell by 15%.",15,0,0,0,0,0,3,9
Druid,Restoration,Talent,"Improved Tranquility",17123,"Reduces threat caused by Tranquility by 100%, and reduces the cooldown by 60%.",22,0,0,0,0,0,6,12
Druid,Restoration,Talent,"Improved Tree of Life",48535,"Increases your armor contribution from items while in Tree of Life Form by 80%    Increases your healing spell power by 15% of your spirit while in Tree of Life Form.",36,0,0,40,0,0,12,27
Druid,Restoration,Talent,"Intensity",17106,"Allows 25% of your mana regeneration to continue while casting.    Your Enrage ability instantly generate 15 rage and 30% base mana.",16,0,0,0,0,0,3,6
Druid,Restoration,Talent,"Living Seed",48496,"Critical heals from your Druid direct Nature spells or Lesser Healing Wave have a 100% chance to plant a Living Seed on the target, storing 30% of the healing done.    Living Seed will bloom when the target is next hit by a direct spell or attack. Lasts 15 sec.",34,0,0,0,0,0,9,24
Druid,Restoration,Talent,"Living Spirit",34151,"Increases your total Spirit by 15%.  Capstone Bonus: Your Rejuvenation now heals for an additional 50% on targets below 50% health.",30,0,0,0,0,0,9,21
Druid,Restoration,Talent,"Master Shapeshifter",48411,"Grants an effect which lasts while the Druid is within the respective shapeshift form.  Bear Form - Increases physical damage by 4%.  Cat Form - Increases melee critical strike chance by 4%.  Moonkin Form - Increases Arcane and Nature damage by 4%.  Tree of Life Form - Increases healing by 4%.",10,0,0,0,0,0,3,6
Druid,Restoration,Talent,"Natural Perfection",33881,"Your critical strike chance with all spells is increased by 3% and critical strikes against you give you the Natural Perfection effect reducing all damage taken by 4%.  Stacks up to 3 times.  Lasts 8 sec.",30,0,0,0,0,0,9,21
