Class,Tab,Type,Name,ID,Description,RequiredLevel,RequiredClassAEInvestment,RequiredTabAEInvestment,RequiredClassPoints,RequiredAEInvestment,RequiredClassTEInvestment,RequiredTabTEInvestment,RequiredTEInvestment
DeathKnight,Blood,Ability,"Vampiric Blood",55233,"Temporarily grants you 15% of your maximum health and increases the amount of health generated through your Death Knight spells and effects by 35% for 10 sec. After the effect expires, the health is lost.",34,0,0,40,32,0,9,24
DeathKnight,Frost,Ability,"Chains of Ice",45524,"Shackles the target with frozen chains, reducing their movement by 45%, and infects them with Frost Fever. The target regains 4% of their movement each second for 10 sec.",14,0,0,18,12,0,0,0
DeathKnight,Frost,Ability,"Deathchill",49796,"When activated, makes your next Icy Touch, Howling Blast, Frost Strike or Obliterate a critical hit if used within 30 sec.",22,0,0,32,20,0,6,12
DeathKnight,Frost,Ability,"Empower Rune Weapon",47568,"Empower your rune weapon, immediately activating all your runes and generating 25 rage.",30,0,0,40,28,0,0,0
DeathKnight,Frost,Ability,"Frost Presence",48263,"Increases Stamina by 4% and significantly increases threat generated.   Increases the Armor contribution Cloth, Leather, Mail and Plate items by 30%   Reduces damage taken by 2%.    Only one Presence may be active at a time.",1,0,0,8,8,0,0,0
DeathKnight,Frost,Ability,"Frost Strike",49143,"Instantly strike the enemy, causing 55% weapon damage plus 31 as Frost damage.",36,0,0,0,34,0,12,27
DeathKnight,Frost,Ability,"Horn of Winter",57330,"Increases the Strength and Agility of all party or raid members within 30 yards by 2 and generates 10 rage. Lasts 30 min.",1,0,0,4,0,0,0,0
DeathKnight,Frost,Ability,"Howling Blast",49184,"Blast the target with a frigid wind dealing 119 to 129 Frost damage to all enemies within 10 yards.",40,0,0,0,38,0,15,30
DeathKnight,Frost,Ability,"Hungering Cold",49203,"Purges the earth around the you of all heat. Enemies within 10 yards are trapped in ice, preventing them from performing any action for 10 sec and infecting them with Frost Fever. Enemies are considered Frozen, but any damage other than diseases will break the ice.",30,0,0,40,28,0,9,21
DeathKnight,Frost,Ability,"Icebound Fortitude",48792,"Freeze your blood to become immune to Stun effects and reduce all damage taken by 30% plus additional damage reduction based on Defense for 12 sec.",34,0,0,40,32,0,0,0
DeathKnight,Frost,Ability,"Icy Touch",45477,"Chills the target for 11 to 12 Frost damage and infects them with Frost Fever, a disease that deals periodic damage and reduces melee and ranged attack speed by 14% for 15 sec. Generates very high threat while in a Tank Stance.",1,0,0,0,0,0,0,0
DeathKnight,Frost,Ability,"Improved Icy Talons",55610,"Increases the melee haste of all party and raid members within 100 yds by 20%.    Increases your melee and ranged haste by an additional 5%.",24,0,0,0,22,0,6,15
DeathKnight,Frost,Ability,"Lichborne",49039,"Draw upon unholy energy to become undead for 10 sec.  While undead, you are immune to Charm, Fear and Sleep effects.",16,0,0,23,14,0,3,6
DeathKnight,Frost,Ability,"Mind Freeze",47528,"Smash the target's mind with cold, interrupting spellcasting and preventing any spell in that school from being cast for 4 sec.    This ability shares a cooldown with other interrupts.",14,0,0,20,12,0,0,0
DeathKnight,Frost,Ability,"Obliterate",49020,"A brutal instant attack that deals 120% weapon damage plus 42, total damage increased 12.5% per each of your diseases on the target, but consumes the diseases.",20,0,0,5,18,0,0,0
DeathKnight,Frost,Ability,"Path of Frost",3714,"Surrounds the caster with a freezing aura beneath her feet, allowing her and her party or raid to walk on water for 10 min. Works while mounted. Any damage will cancel the effect.",30,0,0,8,28,0,0,0
DeathKnight,Frost,Ability,"Rune Strike",56815,"Strike the target for 150% weapon damage plus 2. Only usable after you dodge or parry an attack. Can't be dodged, blocked, or parried. This attack causes a high amount of threat.",32,0,0,9,30,0,0,0
DeathKnight,Frost,Ability,"Threat of Thassarian",65661,"When dual-wielding your, Plague Strike, Death Strike, Blood Strike, Frost Strike, Obliterate and Rune Strike hits also strike with your off-hand weapon.",10,0,0,32,0,0,9,24
DeathKnight,Frost,Ability,"Unbreakable Armor",51271,"Reinforces your armor with a thick coat of ice, increasing your armor by 25% and increasing your Strength by 20% for 20 sec.",34,0,0,40,32,0,9,24
DeathKnight,Unholy,Ability,"Anti-Magic Shell",48707,"Surrounds you in an Anti-Magic Shell, absorbing 75% of the damage dealt by harmful spells (up to a maximum of 50% of your health) and preventing application of harmful magical effects.      20% of the absorbed damage by Anti-Magic Shell is granted as additional rage. Lasts 5 sec.",22,0,0,32,20,0,0,0
DeathKnight,Unholy,Ability,"Anti-Magic Zone",51052,"Places a large, stationary Anti-Magic Zone that reduces spell damage done to party or raid members inside it by 75%. The Anti-Magic Zone lasts for 10 sec or until it absorbs 10024 spell damage.",30,0,0,40,28,0,9,21
DeathKnight,Unholy,Ability,"Army of the Dead",42650,"Summons an entire legion of Ghouls to fight for you over 4 sec. The Ghouls will swarm the area, taunting and fighting anything they can.  While channeling Army of the Dead, you take less damage equal to your Dodge plus Parry chance.",34,0,0,40,32,0,0,0
DeathKnight,Unholy,Ability,"Bone Shield",49222,"Your are surrounded by 3 whirling bones.  While at least 1 bone remains, you take 20% less damage from all sources and deals 2% more damage with all attacks, spells and abilities.  Each damaging attack that lands consumes 1 bone.  Lasts 5 min.",34,0,0,40,32,0,9,24
DeathKnight,Unholy,Ability,"Corpse Explosion",49158,"Cause a corpse to explode for 166 Shadow damage to all enemies within 10 yards.  Will use a nearby corpse if the target is not a corpse.  Does not affect mechanical or elemental corpses.",16,0,0,0,14,0,3,6
DeathKnight,Unholy,Ability,"Death and Decay",43265,"Corrupts the ground at the targeted area, causing 14 Shadow damage every sec that targets remain in the area for 10 sec. This ability produces a high amount of threat.",20,0,0,16,18,0,0,0
DeathKnight,Unholy,Ability,"Death Grip",49576,"Harness the unholy energy that surrounds and binds all matter, drawing the target towards you and forces them to attack you for 3 sec.",20,0,0,29,18,0,0,0
DeathKnight,Unholy,Ability,"Death Strike",49998,"A deadly attack that deals 75% weapon damage plus 23 and heals you for 5% of your maximum health for each of your diseases on the target.",14,0,0,12,12,0,0,0
DeathKnight,Unholy,Ability,"Dominate Undead",891,"Teaches you the necessary abilities to Dominate an Undead companion.  Teaches you Dominate Undead, Raise Undead, Dismiss Undead, Revive Undead and Undead Lore.      Dominate Undead Begins dominating an undead to be your companion.     Your armor is reduced by 100% while you focus on dominating the undead for 20 sec.     If you lose the undead's attention for any reason, the domination process will fail. Each type of undead has unique abilities that you will be able to make use of.",1,0,0,5,8,0,0,0
DeathKnight,Unholy,Ability,"Ghoul Frenzy",63560,"Grants your Ghoul pet 25% haste for 30 sec and heals it for 60% of its health over the duration.",30,0,0,22,28,0,9,21
DeathKnight,Unholy,Ability,"Grave Coil",47541,"Fire a blast of unholy energy, causing 26 Shadow damage to an enemy target or healing 39 damage from a friendly Undead target.    Ancient Death Knights remember this dark spell as Death Coil",12,0,0,5,10,0,0,0
DeathKnight,Unholy,Ability,"Master of Ghouls",52143,"Reduces the cooldown on Raise Dead by 60 sec, and the Ghoul summoned by your Raise Dead spell is considered a pet under your control.  Unlike normal Death Knight Ghouls, your pet does not have a limited duration.    While your Ghoul is active and within 100 yards, it increases your Strength by 5% and reduces damage taken by 5%.",24,0,0,21,22,0,6,15
DeathKnight,Unholy,Ability,"Plague Strike",45462,"A vicious strike that deals 50% weapon damage plus 8 and infects the target with Blood Plague, a disease dealing 3 Shadow damage over time.",1,0,0,0,0,0,0,0
DeathKnight,Unholy,Ability,"Raise Ally",61999,"Raises the corpse of a raid or party member to fight by your side. The player will have control over the Ghoul for 5 min.",24,0,0,21,22,0,0,0
DeathKnight,Unholy,Ability,"Raise Dead",46584,"Raises a Ghoul to fight by your side. You can have a maximum of one Ghoul at a time.  Lasts 1 min.",18,0,0,26,16,0,0,0
DeathKnight,Unholy,Ability,"Scourge Strike",55090,"An unholy strike that deals 70% of weapon damage as Physical damage plus 102.  In addition, for each of your diseases on your target, you deal an additional 12% of the Physical damage done as Shadow damage.    When wielding a two-handed weapon, Scourge Strike deals 25% increased damage.",36,0,0,0,34,0,12,27
DeathKnight,Unholy,Ability,"Summon Gargoyle",49206,"A Gargoyle flies into the area and bombards the target with Nature damage, increased by 33% of the higher of your attack power or spell power. The Gargoyle inherits your spell penetration, hit chance, and 30% of your stamina. Persists for 30 sec.",40,0,0,0,38,0,15,30
DeathKnight,Unholy,Ability,"Unholy Frenzy",91232,"Increases the attack rate of your Demon or Undead pet by 50% but drains 2% of its health every 1 seconds. Lasts 30 sec.",26,0,0,24,24,0,0,0
DeathKnight,Unholy,Ability,"Unholy Presence",48265,"Infuses you with unholy fury, increasing attack speed by 5%, movement speed by 15%, and reducing the global cooldown of all Death Knight abilities by 0.5 sec.     Only one Presence can be active at a time.",28,0,0,24,26,0,0,0
Druid,Balance,Ability,"Barkskin",22812,"The caster's skin becomes as tough as bark.  All damage taken is reduced by 20%.  While protected, damaging attacks will not cause spellcasting delays. Lasts 12 sec.    This spell is usable while stunned, frozen, incapacitated, feared or asleep.     This ability is usable while shapeshifted.",36,0,0,40,34,0,0,0
Druid,Balance,Ability,"Cyclone",33786,"Tosses the enemy target into the air, preventing all action but making them invulnerable for up to 6 sec. Only one target can be affected by your Cyclone at a time.",50,0,0,40,48,0,0,0
Druid,Balance,Ability,"Entangling Roots",339,"Roots the target in place and causes 24 Nature damage over 12 sec. (8 seconds on players).     Damage caused may interrupt the effect.",10,0,0,9,6,0,0,0
Druid,Balance,Ability,"Faerie Fire",770,"Decrease the armor of the target by 5% for 40 sec (20 seconds on players). While affected, the target cannot stealth or turn invisible.   Does not stack with other similar effects.",14,0,0,12,12,0,0,0
Druid,Balance,Ability,"Feline Grace",20719,"Reduces damage from falling.",40,0,0,5,38,0,0,0
Druid,Balance,Ability,"Force of Nature",33831,"Summons 3 treants to attack enemy targets for 30 sec. Shares a cooldown with other Force of Nature spells.  Can't be used while having an active pet.    This ability is usable while shapeshifted.",36,0,0,40,34,0,12,27
Druid,Balance,Ability,"Hibernate",2637,"Forces the enemy target to sleep for up to 20 sec.  Any damage will awaken the target. Only one target can be forced to hibernate at a time. Only works on Beasts and Dragonkin.",18,0,0,15,16,0,0,0
Druid,Balance,Ability,"Hurricane",16914,"Creates a violent storm in the target area causing 112 Nature damage to enemies every 1 sec, and increasing the time between attacks of enemies by 20%.    Does not stack with other similar effects.    Lasts 10 sec.",40,0,0,11,38,0,0,0
Druid,Balance,Ability,"Hypnosis",955072,"Forces the enemy target to sleep for 30 sec (6 sec versus players). Any damage taken will be increased by 10%, but will awaken the target. Only one target can be forced to sleep at a time.     This spell is castable while moving.",30,0,0,40,28,0,0,0
Druid,Balance,Ability,"Innervate",29166,"Causes the target to regenerate mana equal to 225% of the caster's base mana pool over 10 sec.",40,0,0,26,38,0,0,0
Druid,Balance,Ability,"Insect Swarm",5570,"The enemy target is swarmed by insects, decreasing their chance to hit by 3% and causing 156 Nature damage over 12 sec.",22,0,0,0,20,0,6,12
Druid,Balance,Ability,"Mass Entanglement",954507,"Roots the target and all enemies within 8 yards in place for 8 sec. 6 sec versus players. Damage may interrupt the effect.  When the effect breaks, the target is slowed by 30% for 3 sec.  Usable while shapeshifted.  This spell cannot miss.",18,0,0,26,16,0,0,0
Druid,Balance,Ability,"Moonfire",8921,"Burns the enemy for 5 to 7 Arcane damage and then an additional 9 Arcane damage over 9 sec.",1,0,0,0,0,0,0,0
Druid,Balance,Ability,"Moonkin Form",24858,"Increases armor from cloth and leather by 150%, damage taken while stunned is reduced by 15%. Your direct damaging spells have a 33% chance to regenerate 2% of your total mana.   All party and raid members gain 5% increased spell critical effect chance. Does not stack with similar effects.  Casting any healing spell will take you out of Moonkin Form.",30,0,0,40,28,0,9,21
Druid,Balance,Ability,"Nature's Grasp",16689,"For 45 sec, any time an enemy within 15 yards hits the caster they have a 100% chance to become afflicted by Entangling Roots which roots them in place for 5 sec.     Does not trigger on enemies already affected by a root effect.",10,0,0,14,8,0,0,0
Druid,Balance,Ability,"Solar Beam",954523,"You summon a beam of solar light, silencing all enemies under the beam while it is active. Solar Beam lasts for 6 sec.  This ability is usable while shapeshifted.",34,0,0,40,32,0,0,0
Druid,Balance,Ability,"Soothe Animal",2908,"Soothes the target beast, reducing the range at which it will attack you by 10 yards and reducing its attack speed by 20%. Only affects Beast and Dragonkin targets level 40 or lower. Lasts 30 sec.",22,0,0,4,20,0,0,0
Druid,Balance,Ability,"Starfall",48505,"You summon a flurry of stars from the sky on all targets within 20 yards of the caster, each dealing 66 to 75 Arcane damage. Also causes 12 Arcane damage to all other enemies within 5 yards of the enemy target. Maximum 20 stars. Lasts 10 sec.      Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.",40,0,0,40,38,0,15,30
Druid,Balance,Ability,"Starfire",2912,"Causes 121 to 149 Arcane damage to the target.",20,0,0,5,18,0,0,0
Druid,Balance,Ability,"Starsurge",954800,"Deals 199 to 241 Spellstorm damage to the target.",28,0,0,7,26,0,0,0
Druid,Balance,Ability,"Teleport: Moonglade",18960,"Teleports the caster to the Moonglade.",10,0,0,2,8,0,0,0
Druid,Balance,Ability,"Thorns",467,"Thorns sprout from the friendly target causing 3 Nature damage to attackers when hit.  Lasts 30 min.",1,0,0,4,6,0,0,0
Druid,Balance,Ability,"Typhoon",50516,"You summon a violent Typhoon that does 351 Nature damage when in contact with hostile targets, knocking them back and dazing them for 6 sec.",36,0,0,40,34,0,12,27
Druid,Balance,Ability,"Ursol's Vortex",954504,"Conjures a vortex of wind for 8 sec around yourself, reducing the movement speed of all enemies within 5 yards by 30%. When an enemy leaves the vortex, winds will pull that enemy back to its center.     Enemies can only get pulled from any vortex once every 8 seconds.  This ability is usable while shapeshifted.",40,0,0,40,38,0,0,0
Druid,Balance,Ability,"Wrath",5176,"Causes 17 to 19 Nature damage to the target.",1,0,0,0,0,0,0,0
Druid,Feral,Ability,"Aquatic Form",1066,"Shapeshift into aquatic form, increasing swim speed by 50% and allowing the druid to breathe underwater. Also protects the caster from Polymorph effects.",16,0,0,4,14,0,0,0
Druid,Feral,Ability,"Bash",5211,"Stuns the target for 2 sec and interrupts non-player spellcasting for 3 sec.",12,0,0,17,10,0,0,0
Druid,Feral,Ability,"Bear Form",5487,"Shapeshift into Bear Form.    Increasing melee attack power by 30, armor contribution from cloth and leather items by 65%, and Stamina by 15%.     Teaches you Growl.",1,0,0,0,0,0,0,0
Druid,Feral,Ability,"Berserk",50334,"When activated, this ability causes your Mangle abilities to hit up to 3 targets and have no cooldown for 15 sec.    Reduces the cost of all your Cat Form and Bear Form abilities by 50%.     While active your Savage Defense absorb effect is doubled.",40,0,0,40,38,0,15,30
Druid,Feral,Ability,"Cat Form",768,"Shapeshift into cat form, increasing melee attack power by 1 plus 25% of Agility. Allows the use of various cat abilities.",1,0,0,0,0,0,0,0
Druid,Feral,Ability,"Challenging Roar",5209,"Forces all nearby enemies within 10 yards to focus attacks on you for 6 sec.",28,0,0,8,26,0,0,0
Druid,Feral,Ability,"Cower",8998,"Cower, causing no damage but lowering your threat a large amount, making enemies less likely to attack you.",28,0,0,8,26,0,0,0
Druid,Feral,Ability,"Dash",1850,"Increases movement speed by 50% while in Cat Form for 15 sec. Does not break prowling.",12,0,0,24,10,0,0,0
Druid,Feral,Ability,"Demoralizing Roar",99,"The druid roars, decreasing nearby enemies' attack power by 31.  Lasts 30 sec.   Does not stack with other similar effects.",10,0,0,8,8,0,0,0
Druid,Feral,Ability,"Enrage",5229,"Generates 20 rage, and then generates an additional 10 rage over 10 sec, but reduces base armor by 27% in Bear Form and 16% in Dire Bear Form.",10,0,0,4,2,0,0,0
Druid,Feral,Ability,"Faerie Fire (Feral)",16857,"Decrease the armor of the target by 5% for 40 sec(20 seconds on players) While affected, the target cannot stealth or turn invisible. Deals 3 damage and additional threat when used in Bear Form or Dire Bear Form.   Does not stack with other similar effects.",14,0,0,4,12,0,0,0
Druid,Feral,Ability,"Feral Charge",49377,"Teaches Feral Charge (Bear) and Feral Charge (Cat).       Feral Charge - Bear Causes you to charge an enemy gaining 15 rage, immobilizing them for 3 sec and interrupting any spell being cast for 4 sec.    This shares a cooldown with other Feral Charges.    Feral Charge - Cat Causes you to leap behind an enemy, dazing them for 3 sec.  This shares a cooldown with other Feral Charges.",22,0,0,32,20,0,6,12
Druid,Feral,Ability,"Ferocious Bite",22568,"Finishing move that causes damage per combo point and converts each extra point of energy (up to a maximum of 30 extra energy) into 0.7 additional damage.    1 point  : 18-23 damage    2 points: 31-36 damage    3 points: 44-49 damage    4 points: 56-61 damage    5 points: 69-74 damage",10,0,0,4,8,0,0,0
Druid,Feral,Ability,"Frenzied Regeneration",22842,"Converts up to 10 rage per second into health for 10 sec.  Each point of rage is converted into 0.3% of max health.",36,0,0,32,34,0,0,0
Druid,Feral,Ability,"Ironfur",760100,"Reduces damage taken by 4% plus an additional 4% per active application for 6 sec. Each application has an individual duration.  Max 3 charges. 10 second recharge timer.",40,0,0,40,38,0,0,0
Druid,Feral,Ability,"Lacerate",33745,"Lacerates the enemy target, dealing 7 damage and making them bleed for 35 damage over 15 sec and causing a high amount of threat.  Damage increased by attack power.      Stacks up to 3 times on the same target.",10,0,0,4,8,0,0,0
Druid,Feral,Ability,"Leader of the Pack",17007,"While in Cat, Bear or Dire Bear Form, the Leader of the Pack increases ranged and melee critical strike chance of all party and raid members by 5%.    Does not stack with other similar effects.",30,0,0,26,28,0,9,21
Druid,Feral,Ability,"Maim",22570,"Finishing move that causes damage and incapacitates the target. Causes more damage and lasts longer per combo point:    1 point  : 131-133 damage, 1 sec    2 points: 215-217 damage, 2 sec    3 points: 299-301 damage, 3 sec    4 points: 383-385 damage, 4 sec    5 points: 467-469 damage, 5 sec    Non-player victim spellcasting is also interrupted for 3 sec.     Any damage caused will interrupt the incapacitating effect.    Does not break from periodic damage.",44,0,0,40,42,0,0,0
Druid,Feral,Ability,"Mangle",33917,"Mangle the target, inflicting damage and causing the target to take 30% additional damage from bleeds for 1 min.   Does not stack with similar effects.  This ability can be used in Cat Form or Dire Bear Form.",36,0,0,0,34,0,12,27
Druid,Feral,Ability,"Maul",6807,"A strong attack that increases melee damage by 18 and causes a high amount of threat. Effects which increase Bleed damage also increase Maul damage.",1,0,0,4,0,0,0,0
Druid,Feral,Ability,"Pounce",9005,"Pounce, stunning the target for 3.50 sec and causing 270 damage over 18 sec. Must be prowling. Awards 1 combo point.",36,0,0,32,34,0,0,0
Druid,Feral,Ability,"Prowl",5215,"Allows the Druid to prowl around, but reduces your movement speed by 30%. Lasts until cancelled.",10,0,0,14,8,0,0,0
Druid,Feral,Ability,"Rake",1822,"Rake the target for 12 bleed damage and an additional 65 damage over 9 sec. Awards 1 combo point.",18,0,0,5,16,0,0,0
Druid,Feral,Ability,"Ravage",6785,"Ravage the target, causing 385% damage plus 77 to the target. Must be prowling and behind the target. Awards 1 combo point.",32,0,0,18,30,0,0,0
Druid,Feral,Ability,"Rip",1079,"Finishing move that causes damage over time.  Damage increases per combo point:     1 point  : 16 damage over 12 sec     2 points: 26 damage over 12 sec     3 points: 36 damage over 12 sec     4 points: 46 damage over 12 sec     5 points: 56 damage over 12 sec",1,0,0,4,0,0,0,0
Druid,Feral,Ability,"Shred",5221,"Shred the target, causing 225% damage plus 15 to the target. Must be behind the target. Awards 1 combo point.  Effects which increase Bleed damage also increase Shred damage.",10,0,0,2,8,0,0,0
Druid,Feral,Ability,"Stampeding Roar",954508,"You roar, increasing the movement speed of all party members within 10 yards by 60% for 6 sec. Does not break prowling.",28,0,0,38,26,0,0,0
Druid,Feral,Ability,"Survival Instincts",61336,"Increases your maximum health by 20% and triples effectiveness of Nurturing Instinct's increased healing received effect for 20 sec. Only usable while in Cat, Bear or Dire Bear Form. After the effect expires, the health is lost.",16,0,0,23,14,0,3,6
Druid,Feral,Ability,"Swipe (Cat)",62078,"Swipe nearby enemies, inflicting 140% weapon damage.",1,0,0,4,4,0,0,0
Druid,Feral,Ability,"Tiger's Fury",5217,"Adds 10 damage to your attacks and increases damage by 5% for 6 sec.",24,0,0,15,22,0,0,0
Druid,Feral,Ability,"Track Humanoids (Cat Form)",5225,"Shows the location of all nearby humanoids on the minimap. Only one form of tracking can be active at a time.",32,0,0,5,30,0,0,0
Druid,Feral,Ability,"Travel Form",783,"Shapeshift into travel form, increasing movement speed by 40%.  Also protects the caster from Polymorph effects. Only usable outdoors.  The act of shapeshifting frees the caster of movement impairing and Polymorph effects.",16,0,0,32,14,0,0,0
Druid,Restoration,Ability,"Abolish Poison",2893,"Attempts to cure 1 poison effect on the target, and 1 more poison effect every 3 seconds for 12 sec.",26,0,0,15,24,0,0,0
Druid,Restoration,Ability,"Cure Poison",8946,"Cures 1 poison effect on the target.",14,0,0,12,12,0,0,0
Druid,Restoration,Ability,"Efflorescence",86382,"Restores health to allies within 15 yards of the initial target every 2 sec and increases the caster's healing on affected targets by 18% for 6 sec.",44,0,0,40,42,0,0,0
Druid,Restoration,Ability,"Flourish",760107,"Heals a friendly target for 198 to 246 and increases all healing done by your Nature healing over time effects on the target by 100% for 4 sec.",32,0,0,9,30,0,0,0
Druid,Restoration,Ability,"Healing Touch",5185,"Heals a friendly target for 23 to 32.",1,0,0,0,0,0,0,0
Druid,Restoration,Ability,"Lifebloom",33763,"Heals the target for 98 over 7 sec.      When Lifebloom completes its duration or is dispelled, the target instantly heals themself for 228 to 229 and the Druid regains half the cost of the spell.      This effect can stack up to 3 times on the target.",36,0,0,10,34,0,0,0
Druid,Restoration,Ability,"Mark of the Wild",1126,"Increases the friendly target's armor by 25 for 30 min.   Does not stack with other similar effects.",1,0,0,4,0,0,0,0
Druid,Restoration,Ability,"Natural Alacrity",17116,"When activated, your next Druid Nature spell with a base casting time less than 10 sec. becomes instant. In addition, the effectiveness of your Nature healing spells are increased by 10% for 20 sec.",22,0,0,32,20,0,6,12
Druid,Restoration,Ability,"Nature Ward",760210,"Absorbs 290 Nature damage.  Lasts 30 sec.  This ability is usable while shapeshifted.",20,0,0,10,18,0,0,0
